,text,coord,place,hashtags,formatted_text,sentiment,neg,neu,pos,compound
2650,"For more info visit below link:
https://t.co/cXqDMaf9P2

Feel Free to Contact Us:
Email id: davidj17893@gmail.com
P… https://t.co/XrA2vhEzuU",,,nan,For more info visit below link     Feel Free to Contact Us  Email id  davidj17893  com P   ,positive,0.0,0.809,0.191,0.5106
2651,"Global Journal of Dairy Farming and Milk Production

scientists and researchers all over the world to promote, shar… https://t.co/2kZ0QJPsvE",,,nan,Global Journal of Dairy Farming and Milk Production  scientists and researchers all over the world to promote  shar   ,positive,0.0,0.867,0.133,0.3818
2652,"https://t.co/9JZfbySBdd
Hf गाईंचा देशातील सर्वात मोठा गोठा | India's Biggest Hf Cow Farm #OrganicFertilizer… https://t.co/yTh4btN410",,,['OrganicFertilizer'],  Hf                                   India s Biggest Hf Cow Farm  OrganicFertilizer   ,neutral,0.0,1.0,0.0,0.0
2653,RT @Sentient_Media: Actor @jamesocromwell glued himself to a counter at Starbucks to protest the chain’s policy of charging extra for #Plan…,,,nan, Actor   glued himself to a counter at Starbucks to protest the chain s policy of charging extra for  Plan ,negative,0.111,0.889,0.0,-0.25
2654,"Although any mammal can produce milk, commercial dairy farms are typically one-species enterprises. In developed co… https://t.co/k8rM0rF34m",,,nan,Although any mammal can produce milk  commercial dairy farms are typically one species enterprises  In developed co   ,neutral,0.0,1.0,0.0,0.0
2655,"AFI Feeds feel proud when your livestock is healthy and your production is high. Choose Balanced Life, Balanced Die… https://t.co/gD5fYFFmNx",,,nan,AFI Feeds feel proud when your livestock is healthy and your production is high  Choose Balanced Life  Balanced Die   ,positive,0.152,0.623,0.226,0.2263
2656,RT @LyndaColgan: .@4HOntario Are you a 4H Club member? Are you interested in dairy farming? Are you interested in robots and technology? Do…,,,nan,    Are you a 4H Club member  Are you interested in dairy farming  Are you interested in robots and technology  Do ,positive,0.0,0.759,0.241,0.6597
2657,RT @LyndaColgan: .@4HOntario Are you a 4H Club member? Are you interested in dairy farming? Are you interested in robots and technology? Do…,,,nan,    Are you a 4H Club member  Are you interested in dairy farming  Are you interested in robots and technology  Do ,positive,0.0,0.759,0.241,0.6597
2658,@CBSNews Calves are torn away from their mothers at birth so that they don't consume their mother's milk. The cruel… https://t.co/Vz8FSwcXDH,,,nan,  Calves are torn away from their mothers at birth so that they don t consume their mother s milk  The cruel   ,negative,0.254,0.746,0.0,-0.7003
2659,RT @LyndaColgan: .@4HOntario Are you a 4H Club member? Are you interested in dairy farming? Are you interested in robots and technology? Do…,,,nan,    Are you a 4H Club member  Are you interested in dairy farming  Are you interested in robots and technology  Do ,positive,0.0,0.759,0.241,0.6597
2660,RT @LyndaColgan: .@4HOntario Are you a 4H Club member? Are you interested in dairy farming? Are you interested in robots and technology? Do…,,,nan,    Are you a 4H Club member  Are you interested in dairy farming  Are you interested in robots and technology  Do ,positive,0.0,0.759,0.241,0.6597
2661,@CliffCooler @muffenboy2003 @Aloe9678 @abc27News How many millions/billions of animals are killed in dairy farming?… https://t.co/YNlE7kx3fd,,,nan,        How many millions billions of animals are killed in dairy farming    ,negative,0.31,0.69,0.0,-0.6705
2662,RT @NurseCanadian: @gods_wildflower @MichelleSetaro @WDExpo I grew up farming dairy cows. We removed them to stop them from drinking their…,,,nan,   wildflower     I grew up farming dairy cows  We removed them to stop them from drinking their ,negative,0.136,0.864,0.0,-0.296
2663,RT @NurseCanadian: @gods_wildflower @MichelleSetaro @WDExpo I grew up farming dairy cows. We removed them to stop them from drinking their…,,,nan,   wildflower     I grew up farming dairy cows  We removed them to stop them from drinking their ,negative,0.136,0.864,0.0,-0.296
2664,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2665,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2666,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2667,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2668,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/59Zl5zvQ8D,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2669,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/RZIRTkyVEW,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2670,"Domestic Milk Intake down by 3.3% in March 2022
https://t.co/vRQ1oQdbT3 
#CSOIreland #Ireland #Agriculture… https://t.co/Gp7kqkLopu",,,"['CSOIreland', 'Ireland', 'Agriculture']",Domestic Milk Intake down by 3 3  in March 2022     CSOIreland  Ireland  Agriculture   ,neutral,0.0,1.0,0.0,0.0
2671,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2672,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2673,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2674,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2675,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/59Zl5zvQ8D,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2676,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/RZIRTkyVEW,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2677,"Domestic Milk Intake down by 3.3% in March 2022
https://t.co/vRQ1oQdbT3 
#CSOIreland #Ireland #Agriculture… https://t.co/Gp7kqkLopu",,,"['CSOIreland', 'Ireland', 'Agriculture']",Domestic Milk Intake down by 3 3  in March 2022     CSOIreland  Ireland  Agriculture   ,neutral,0.0,1.0,0.0,0.0
2678,@News_Letter They were and are only to willing to be classed as Irish beef and dairy when Ireland was disease free… https://t.co/51dyKdoLvO,,,nan,  Letter They were and are only to willing to be classed as Irish beef and dairy when Ireland was disease free   ,positive,0.0,0.858,0.142,0.5106
2679,@anothercohen Depends where you live Alex. All dairy in the US is pure shite. Try Irish milk (Note: you'd have to b… https://t.co/MdKLizthy8,,,nan,  Depends where you live Alex  All dairy in the US is pure ****  Try Irish milk  Note  you d have to b   ,neutral,0.0,1.0,0.0,0.0
2680,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2681,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2682,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2683,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2684,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2685,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2686,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2687,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2688,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2689,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2690,What NI agrifood can't survive is what a hard Irish border would bring: crippled access to labor and southern partn… https://t.co/1jdOhG9x64,,,nan,What NI agrifood can t survive is what a hard Irish border would bring  crippled access to labor and southern partn   ,negative,0.072,0.928,0.0,-0.1027
2691,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2692,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2693,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2694,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2695,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2696,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2697,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2698,"RT @Mayo_fan1972: @Film2240 @ThelmaMcNamara3 @SScout87 @DavidPa80122564 Flights between Ireland and UK tend to be pretty cheap, ferry cross…",,,nan,         Flights between Ireland and UK tend to be pretty cheap  ferry cross ,positive,0.0,0.775,0.225,0.4939
2699,"@Film2240 @ThelmaMcNamara3 @SScout87 @DavidPa80122564 Flights between Ireland and UK tend to be pretty cheap, ferry… https://t.co/nhGoxeh4JF",,"Place(_api=<tweepy.api.API object at 0x7f0768d9c810>, id='78e9729ff12a648e', url='https://api.twitter.com/1.1/geo/id/78e9729ff12a648e.json', place_type='admin', name='Northern Ireland', full_name='Northern Ireland, United Kingdom', country_code='GB', country='United Kingdom', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f0768d9c810>, type='Polygon', coordinates=[[[-8.194179, 54.022718], [-8.194179, 55.311686], [-5.432841, 55.311686], [-5.432841, 54.022718]]]), attributes={})",nan,        Flights between Ireland and UK tend to be pretty cheap  ferry   ,positive,0.0,0.758,0.242,0.4939
2700,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/59Zl5zvQ8D,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2701,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/RZIRTkyVEW,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2702,"@darachos Was it as unhinged as the sexy milk ad the Northern Ireland Dairy council put out? 

https://t.co/LSum6S2lbl",,,nan,  Was it as unhinged as the sexy milk ad the Northern Ireland Dairy council put out     ,positive,0.0,0.815,0.185,0.5267
2703,@PBresnihan Dairy Industry Ireland is breathtaking: ‘sustainability’ = ‘pharmaceutical standards’ in the production… https://t.co/6Jiahkh54e,,,nan,  Dairy Industry Ireland is breathtaking   sustainability     pharmaceutical standards  in the production   ,positive,0.0,0.769,0.231,0.4588
2704,@JayneSeckerSky Jayne welcome to NI- try the new tayto dairy milk- only in Ireland would ya get such a thing lol!’,,,nan,  Jayne welcome to NI  try the new tayto dairy milk  only in Ireland would ya get such a thing lol  ,positive,0.0,0.746,0.254,0.7003
2705,"RT @CadburyIreland: Become a Supporter &amp; a Half of women’s football with Cadbury &amp; @SPARIreland ⚽️

Buy a Cadbury Dairy Milk in participati…",,,nan, Become a Supporter  amp  a Half of women s football with Cadbury  amp        Buy a Cadbury Dairy Milk in participati ,positive,0.0,0.877,0.123,0.2732
2706,Cadbury (Ireland) Dairy Milk fruit &amp; Nut Medium size bars 110-gram per 2-Pack Imported from Ireland https://t.co/BG8gMWIoLh,,,nan,Cadbury  Ireland  Dairy Milk fruit  amp  Nut Medium size bars 110 gram per 2 Pack Imported from Ireland  ,neutral,0.0,1.0,0.0,0.0
2707,"Kerry Dairy Ireland hikes prices by 18.7%, reflecting global inflation in milk and raw material costs… https://t.co/C5XWb7S6Z2",,,nan,Kerry Dairy Ireland hikes prices by 18 7   reflecting global inflation in milk and raw material costs   ,neutral,0.0,1.0,0.0,0.0
2708,"Kerry Dairy Ireland hikes prices by 18.7%, reflecting global inflation in milk and raw material costs… https://t.co/36Vyzhl4y4",,,nan,Kerry Dairy Ireland hikes prices by 18 7   reflecting global inflation in milk and raw material costs   ,neutral,0.0,1.0,0.0,0.0
2709,really lucky to collaborate with the Flanagan’s family and studying the #cardioprotective properties of their ovine… https://t.co/g5cSs2ghTH,,,['cardioprotective'],really lucky to collaborate with the Flanagan s family and studying the  cardioprotective properties of their ovine   ,positive,0.0,0.829,0.171,0.4754
2710,"Domestic Milk Intake down by 3.3% in March 2022
https://t.co/vRQ1oQdbT3 
#CSOIreland #Ireland #Agriculture… https://t.co/Gp7kqkLopu",,,"['CSOIreland', 'Ireland', 'Agriculture']",Domestic Milk Intake down by 3 3  in March 2022     CSOIreland  Ireland  Agriculture   ,neutral,0.0,1.0,0.0,0.0
2711,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2712,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2713,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2714,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2715,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/59Zl5zvQ8D,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2716,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/RZIRTkyVEW,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2717,"Domestic Milk Intake down by 3.3% in March 2022
https://t.co/vRQ1oQdbT3 
#CSOIreland #Ireland #Agriculture… https://t.co/Gp7kqkLopu",,,"['CSOIreland', 'Ireland', 'Agriculture']",Domestic Milk Intake down by 3 3  in March 2022     CSOIreland  Ireland  Agriculture   ,neutral,0.0,1.0,0.0,0.0
2718,@News_Letter They were and are only to willing to be classed as Irish beef and dairy when Ireland was disease free… https://t.co/51dyKdoLvO,,,nan,  Letter They were and are only to willing to be classed as Irish beef and dairy when Ireland was disease free   ,positive,0.0,0.858,0.142,0.5106
2719,@anothercohen Depends where you live Alex. All dairy in the US is pure shite. Try Irish milk (Note: you'd have to b… https://t.co/MdKLizthy8,,,nan,  Depends where you live Alex  All dairy in the US is pure ****  Try Irish milk  Note  you d have to b   ,neutral,0.0,1.0,0.0,0.0
2720,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2721,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2722,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2723,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2724,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2725,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2726,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2727,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2728,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2729,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2730,What NI agrifood can't survive is what a hard Irish border would bring: crippled access to labor and southern partn… https://t.co/1jdOhG9x64,,,nan,What NI agrifood can t survive is what a hard Irish border would bring  crippled access to labor and southern partn   ,negative,0.072,0.928,0.0,-0.1027
2731,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2732,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2733,"RT @Michael_O_B: Humans can't survive on milk and steak.
What happens when the countries who supply our fruit and vegetables are impacted b…",,,nan, Humans can t survive on milk and steak  What happens when the countries who supply our fruit and vegetables are impacted b ,neutral,0.0,1.0,0.0,0.0
2734,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2735,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2736,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2737,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2738,"RT @Mayo_fan1972: @Film2240 @ThelmaMcNamara3 @SScout87 @DavidPa80122564 Flights between Ireland and UK tend to be pretty cheap, ferry cross…",,,nan,         Flights between Ireland and UK tend to be pretty cheap  ferry cross ,positive,0.0,0.775,0.225,0.4939
2739,"@Film2240 @ThelmaMcNamara3 @SScout87 @DavidPa80122564 Flights between Ireland and UK tend to be pretty cheap, ferry… https://t.co/nhGoxeh4JF",,"Place(_api=<tweepy.api.API object at 0x7f0768d9c810>, id='78e9729ff12a648e', url='https://api.twitter.com/1.1/geo/id/78e9729ff12a648e.json', place_type='admin', name='Northern Ireland', full_name='Northern Ireland, United Kingdom', country_code='GB', country='United Kingdom', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f0768d9c810>, type='Polygon', coordinates=[[[-8.194179, 54.022718], [-8.194179, 55.311686], [-5.432841, 55.311686], [-5.432841, 54.022718]]]), attributes={})",nan,        Flights between Ireland and UK tend to be pretty cheap  ferry   ,positive,0.0,0.758,0.242,0.4939
2740,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/59Zl5zvQ8D,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2741,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/RZIRTkyVEW,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2742,"@darachos Was it as unhinged as the sexy milk ad the Northern Ireland Dairy council put out? 

https://t.co/LSum6S2lbl",,,nan,  Was it as unhinged as the sexy milk ad the Northern Ireland Dairy council put out     ,positive,0.0,0.815,0.185,0.5267
2743,@PBresnihan Dairy Industry Ireland is breathtaking: ‘sustainability’ = ‘pharmaceutical standards’ in the production… https://t.co/6Jiahkh54e,,,nan,  Dairy Industry Ireland is breathtaking   sustainability     pharmaceutical standards  in the production   ,positive,0.0,0.769,0.231,0.4588
2744,@JayneSeckerSky Jayne welcome to NI- try the new tayto dairy milk- only in Ireland would ya get such a thing lol!’,,,nan,  Jayne welcome to NI  try the new tayto dairy milk  only in Ireland would ya get such a thing lol  ,positive,0.0,0.746,0.254,0.7003
2745,"RT @CadburyIreland: Become a Supporter &amp; a Half of women’s football with Cadbury &amp; @SPARIreland ⚽️

Buy a Cadbury Dairy Milk in participati…",,,nan, Become a Supporter  amp  a Half of women s football with Cadbury  amp        Buy a Cadbury Dairy Milk in participati ,positive,0.0,0.877,0.123,0.2732
2746,Cadbury (Ireland) Dairy Milk fruit &amp; Nut Medium size bars 110-gram per 2-Pack Imported from Ireland https://t.co/BG8gMWIoLh,,,nan,Cadbury  Ireland  Dairy Milk fruit  amp  Nut Medium size bars 110 gram per 2 Pack Imported from Ireland  ,neutral,0.0,1.0,0.0,0.0
2747,"Kerry Dairy Ireland hikes prices by 18.7%, reflecting global inflation in milk and raw material costs… https://t.co/C5XWb7S6Z2",,,nan,Kerry Dairy Ireland hikes prices by 18 7   reflecting global inflation in milk and raw material costs   ,neutral,0.0,1.0,0.0,0.0
2748,"Kerry Dairy Ireland hikes prices by 18.7%, reflecting global inflation in milk and raw material costs… https://t.co/36Vyzhl4y4",,,nan,Kerry Dairy Ireland hikes prices by 18 7   reflecting global inflation in milk and raw material costs   ,neutral,0.0,1.0,0.0,0.0
2749,really lucky to collaborate with the Flanagan’s family and studying the #cardioprotective properties of their ovine… https://t.co/g5cSs2ghTH,,,['cardioprotective'],really lucky to collaborate with the Flanagan s family and studying the  cardioprotective properties of their ovine   ,positive,0.0,0.829,0.171,0.4754
2750,"Domestic Milk Intake down by 3.3% in March 2022
https://t.co/vRQ1oQdbT3 
#CSOIreland #Ireland #Agriculture… https://t.co/Gp7kqkLopu",,,"['CSOIreland', 'Ireland', 'Agriculture']",Domestic Milk Intake down by 3 3  in March 2022     CSOIreland  Ireland  Agriculture   ,neutral,0.0,1.0,0.0,0.0
2751,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2752,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2753,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
